disambiguation_id,alumni_id,candidate_id,name_score,affiliation_score,timeline_score,field_score,cross_validation_bonus,final_score,confidence_level,decision_label,review_flag,evaluated_at
DIS-00000162,ALM-2018-01-053,CAND-ALM-2018-01-053-04,0.76,0.64,0.73,0.76,0.03,0.75,Sedang,Perlu verifikasi,Yes,2023-02-15
DIS-00000163,ALM-2018-01-054,CAND-ALM-2018-01-054-01,0.93,0.7,0.95,0.69,0.05,0.88,Tinggi,Kemungkinan kuat,No,2025-07-01
DIS-00000164,ALM-2018-01-054,CAND-ALM-2018-01-054-02,0.72,0.77,0.37,0.63,0.0,0.65,Sedang,Perlu verifikasi,Yes,2022-01-25
DIS-00000165,ALM-2018-01-055,CAND-ALM-2018-01-055-01,0.96,0.76,0.93,0.4,0.03,0.84,Tinggi,Kemungkinan kuat,No,2024-10-08
DIS-00000166,ALM-2018-01-055,CAND-ALM-2018-01-055-02,0.77,0.9,0.99,0.79,0.0,0.86,Tinggi,Kemungkinan kuat,No,2025-11-08
DIS-00000167,ALM-2018-01-055,CAND-ALM-2018-01-055-03,0.74,0.5,0.95,0.39,0.0,0.66,Sedang,Perlu verifikasi,Yes,2024-01-06
DIS-00000168,ALM-2018-01-056,CAND-ALM-2018-01-056-01,0.81,0.99,0.85,0.36,0.08,0.88,Tinggi,Kemungkinan kuat,No,2022-09-07
DIS-00000169,ALM-2018-01-056,CAND-ALM-2018-01-056-02,0.74,0.69,0.85,0.51,0.08,0.79,Sedang,Perlu verifikasi,Yes,2023-08-17
DIS-00000170,ALM-2018-01-057,CAND-ALM-2018-01-057-01,0.82,0.57,0.96,0.71,0.0,0.76,Sedang,Perlu verifikasi,Yes,2024-03-20
DIS-00000171,ALM-2018-01-057,CAND-ALM-2018-01-057-02,0.84,0.44,0.77,0.8,0.05,0.75,Sedang,Perlu verifikasi,Yes,2024-07-02
DIS-00000172,ALM-2018-01-057,CAND-ALM-2018-01-057-03,0.85,0.95,0.66,0.36,0.08,0.85,Tinggi,Kemungkinan kuat,No,2025-02-06
DIS-00000173,ALM-2018-01-057,CAND-ALM-2018-01-057-04,0.92,0.69,0.85,0.59,0.0,0.79,Sedang,Perlu verifikasi,Yes,2023-10-17
DIS-00000174,ALM-2018-01-058,CAND-ALM-2018-01-058-01,0.96,0.79,0.61,0.65,0.08,0.87,Tinggi,Kemungkinan kuat,No,2025-07-14
DIS-00000175,ALM-2018-01-058,CAND-ALM-2018-01-058-02,0.88,0.6,0.3,0.75,0.05,0.71,Sedang,Perlu verifikasi,Yes,2023-10-24
DIS-00000176,ALM-2018-01-058,CAND-ALM-2018-01-058-03,0.93,0.86,0.27,0.42,0.03,0.73,Sedang,Perlu verifikasi,Yes,2024-10-21
DIS-00000177,ALM-2018-01-059,CAND-ALM-2018-01-059-01,0.79,0.92,0.84,0.53,0.05,0.85,Tinggi,Kemungkinan kuat,No,2025-10-23
DIS-00000178,ALM-2018-01-059,CAND-ALM-2018-01-059-02,0.72,0.97,0.93,0.6,0.0,0.82,Tinggi,Kemungkinan kuat,No,2023-02-24
DIS-00000179,ALM-2018-01-059,CAND-ALM-2018-01-059-03,0.78,0.54,0.92,0.65,0.08,0.8,Tinggi,Kemungkinan kuat,No,2023-11-10
DIS-00000180,ALM-2018-01-060,CAND-ALM-2018-01-060-01,0.76,0.76,0.98,0.54,0.05,0.82,Tinggi,Kemungkinan kuat,No,2025-01-09
DIS-00000181,ALM-2018-01-060,CAND-ALM-2018-01-060-02,0.97,0.96,0.88,0.61,0.05,0.95,Tinggi,Kemungkinan kuat,No,2024-05-22
DIS-00000182,ALM-2018-01-060,CAND-ALM-2018-01-060-03,0.87,0.37,0.86,0.57,0.0,0.67,Sedang,Perlu verifikasi,Yes,2026-04-15
DIS-00000183,ALM-2018-01-060,CAND-ALM-2018-01-060-04,0.74,0.76,0.58,0.66,0.08,0.78,Sedang,Perlu verifikasi,Yes,2026-06-23
DIS-00000184,ALM-2018-01-061,CAND-ALM-2018-01-061-01,0.72,0.84,0.35,0.79,0.0,0.69,Sedang,Perlu verifikasi,Yes,2023-05-03
DIS-00000185,ALM-2018-01-061,CAND-ALM-2018-01-061-02,0.88,0.9,0.49,0.63,0.05,0.82,Tinggi,Kemungkinan kuat,No,2023-02-04
DIS-00000186,ALM-2018-01-061,CAND-ALM-2018-01-061-03,1.0,0.96,0.39,0.42,0.08,0.86,Tinggi,Kemungkinan kuat,No,2025-11-11
DIS-00000187,ALM-2018-01-062,CAND-ALM-2018-01-062-01,0.73,0.24,0.87,0.56,0.03,0.62,Sedang,Perlu verifikasi,Yes,2023-01-23
DIS-00000188,ALM-2018-01-062,CAND-ALM-2018-01-062-02,0.76,0.66,0.48,0.6,0.08,0.73,Sedang,Perlu verifikasi,Yes,2022-07-15
DIS-00000189,ALM-2018-01-062,CAND-ALM-2018-01-062-03,0.94,0.67,0.99,0.48,0.08,0.88,Tinggi,Kemungkinan kuat,No,2025-11-23
DIS-00000190,ALM-2018-01-063,CAND-ALM-2018-01-063-01,0.88,0.56,0.84,0.4,0.05,0.75,Sedang,Perlu verifikasi,Yes,2025-12-23
DIS-00000191,ALM-2018-01-063,CAND-ALM-2018-01-063-02,0.86,0.45,0.83,0.43,0.03,0.7,Sedang,Perlu verifikasi,Yes,2022-04-17
DIS-00000192,ALM-2018-01-063,CAND-ALM-2018-01-063-03,0.73,0.71,0.57,0.52,0.03,0.69,Sedang,Perlu verifikasi,Yes,2024-02-21
DIS-00000193,ALM-2018-01-064,CAND-ALM-2018-01-064-01,0.85,0.64,0.71,0.37,0.05,0.74,Sedang,Perlu verifikasi,Yes,2025-03-13
DIS-00000194,ALM-2018-01-064,CAND-ALM-2018-01-064-02,0.93,0.92,0.98,0.74,0.05,0.96,Tinggi,Kemungkinan kuat,No,2023-01-03
DIS-00000195,ALM-2018-01-065,CAND-ALM-2018-01-065-01,0.71,0.99,0.73,0.52,0.03,0.8,Tinggi,Kemungkinan kuat,No,2025-11-16
DIS-00000196,ALM-2018-01-065,CAND-ALM-2018-01-065-02,0.99,0.91,0.48,0.7,0.03,0.85,Tinggi,Kemungkinan kuat,No,2022-04-21
DIS-00000197,ALM-2018-01-066,CAND-ALM-2018-01-066-01,0.87,0.87,0.6,0.8,0.08,0.89,Tinggi,Kemungkinan kuat,No,2023-09-15
DIS-00000198,ALM-2018-01-066,CAND-ALM-2018-01-066-02,0.81,0.22,0.97,0.48,0.0,0.62,Sedang,Perlu verifikasi,Yes,2026-06-16
DIS-00000199,ALM-2018-01-066,CAND-ALM-2018-01-066-03,0.95,0.8,0.61,0.51,0.05,0.82,Tinggi,Kemungkinan kuat,No,2024-10-26
DIS-00000200,ALM-2018-01-067,CAND-ALM-2018-01-067-01,0.95,0.33,0.85,0.44,0.05,0.72,Sedang,Perlu verifikasi,Yes,2023-12-03
DIS-00000201,ALM-2018-01-067,CAND-ALM-2018-01-067-02,0.97,0.91,0.64,0.44,0.03,0.84,Tinggi,Kemungkinan kuat,No,2022-04-16
DIS-00000202,ALM-2018-01-067,CAND-ALM-2018-01-067-03,0.93,0.7,0.72,0.7,0.05,0.83,Tinggi,Kemungkinan kuat,No,2025-08-03
DIS-00000203,ALM-2018-01-067,CAND-ALM-2018-01-067-04,0.72,0.98,0.72,0.42,0.0,0.75,Sedang,Perlu verifikasi,Yes,2024-05-23
DIS-00000204,ALM-2018-01-068,CAND-ALM-2018-01-068-01,0.7,0.5,0.58,0.41,0.03,0.6,Sedang,Perlu verifikasi,Yes,2023-03-04
DIS-00000205,ALM-2018-01-068,CAND-ALM-2018-01-068-02,0.83,0.28,0.9,0.65,0.0,0.65,Sedang,Perlu verifikasi,Yes,2023-05-06
DIS-00000206,ALM-2018-01-069,CAND-ALM-2018-01-069-01,0.99,0.62,0.94,0.44,0.08,0.87,Tinggi,Kemungkinan kuat,No,2024-08-05
DIS-00000207,ALM-2018-01-069,CAND-ALM-2018-01-069-02,0.83,0.39,0.49,0.61,0.05,0.65,Sedang,Perlu verifikasi,Yes,2025-01-18
DIS-00000208,ALM-2018-01-070,CAND-ALM-2018-01-070-01,0.79,0.91,0.97,0.56,0.03,0.86,Tinggi,Kemungkinan kuat,No,2025-05-20
DIS-00000209,ALM-2018-01-070,CAND-ALM-2018-01-070-02,0.79,0.91,0.69,0.46,0.03,0.79,Sedang,Perlu verifikasi,Yes,2022-10-19
DIS-00000210,ALM-2018-01-070,CAND-ALM-2018-01-070-03,0.98,0.38,0.94,0.41,0.08,0.79,Sedang,Perlu verifikasi,Yes,2022-06-06
DIS-00000211,ALM-2018-01-071,CAND-ALM-2018-01-071-01,0.7,0.58,0.96,0.47,0.05,0.73,Sedang,Perlu verifikasi,Yes,2023-05-04
DIS-00000212,ALM-2018-01-071,CAND-ALM-2018-01-071-02,0.78,0.45,0.56,0.92,0.05,0.71,Sedang,Perlu verifikasi,Yes,2025-10-27
DIS-00000213,ALM-2018-01-072,CAND-ALM-2018-01-072-01,0.89,0.79,0.99,0.81,0.0,0.87,Tinggi,Kemungkinan kuat,No,2025-01-21
DIS-00000214,ALM-2018-01-072,CAND-ALM-2018-01-072-02,0.95,0.3,0.95,0.65,0.03,0.74,Sedang,Perlu verifikasi,Yes,2024-12-27
DIS-00000215,ALM-2018-01-073,CAND-ALM-2018-01-073-01,0.98,0.61,0.72,0.66,0.03,0.8,Tinggi,Kemungkinan kuat,No,2023-06-02
DIS-00000216,ALM-2018-01-073,CAND-ALM-2018-01-073-02,0.94,0.71,0.82,0.77,0.03,0.85,Tinggi,Kemungkinan kuat,No,2022-12-03
DIS-00000217,ALM-2018-01-073,CAND-ALM-2018-01-073-03,0.78,0.82,0.78,0.4,0.0,0.73,Sedang,Perlu verifikasi,Yes,2024-09-28
DIS-00000218,ALM-2018-01-074,CAND-ALM-2018-01-074-01,0.96,0.74,0.82,0.68,0.08,0.9,Tinggi,Kemungkinan kuat,No,2024-09-28
DIS-00000219,ALM-2018-01-074,CAND-ALM-2018-01-074-02,0.74,0.73,0.85,0.64,0.05,0.79,Sedang,Perlu verifikasi,Yes,2023-02-20
DIS-00000220,ALM-2018-01-075,CAND-ALM-2018-01-075-01,0.73,0.75,0.85,0.46,0.08,0.8,Tinggi,Kemungkinan kuat,No,2025-07-07
DIS-00000221,ALM-2018-01-075,CAND-ALM-2018-01-075-02,0.99,0.63,0.8,0.8,0.0,0.82,Tinggi,Kemungkinan kuat,No,2022-06-15
DIS-00000222,ALM-2018-01-075,CAND-ALM-2018-01-075-03,0.72,0.67,0.45,0.55,0.03,0.66,Sedang,Perlu verifikasi,Yes,2025-09-14
DIS-00000223,ALM-2018-01-076,CAND-ALM-2018-01-076-01,0.71,0.65,1.0,0.44,0.08,0.79,Sedang,Perlu verifikasi,Yes,2022-06-14
DIS-00000224,ALM-2018-01-076,CAND-ALM-2018-01-076-02,1.0,0.74,0.81,0.59,0.03,0.85,Tinggi,Kemungkinan kuat,No,2024-12-09
DIS-00000225,ALM-2018-01-076,CAND-ALM-2018-01-076-03,0.74,0.75,0.94,0.76,0.05,0.84,Tinggi,Kemungkinan kuat,No,2022-04-27
DIS-00000226,ALM-2018-01-077,CAND-ALM-2018-01-077-01,0.93,0.9,0.59,0.9,0.0,0.85,Tinggi,Kemungkinan kuat,No,2023-03-05
DIS-00000227,ALM-2018-01-077,CAND-ALM-2018-01-077-02,0.84,0.7,0.99,0.4,0.08,0.84,Tinggi,Kemungkinan kuat,No,2022-03-15
DIS-00000228,ALM-2018-01-078,CAND-ALM-2018-01-078-01,0.75,0.73,1.0,0.76,0.03,0.83,Tinggi,Kemungkinan kuat,No,2026-06-21
DIS-00000229,ALM-2018-01-078,CAND-ALM-2018-01-078-02,0.79,0.86,0.89,0.86,0.0,0.84,Tinggi,Kemungkinan kuat,No,2023-08-08
DIS-00000230,ALM-2018-01-078,CAND-ALM-2018-01-078-03,0.89,0.67,0.94,0.65,0.03,0.83,Tinggi,Kemungkinan kuat,No,2025-11-14
DIS-00000231,ALM-2018-01-079,CAND-ALM-2018-01-079-01,0.97,0.38,0.83,0.65,0.0,0.72,Sedang,Perlu verifikasi,Yes,2026-09-01
DIS-00000232,ALM-2018-01-079,CAND-ALM-2018-01-079-02,0.76,0.71,0.86,0.45,0.03,0.75,Sedang,Perlu verifikasi,Yes,2026-05-19
DIS-00000233,ALM-2018-01-079,CAND-ALM-2018-01-079-03,0.79,0.96,0.69,0.77,0.0,0.82,Tinggi,Kemungkinan kuat,No,2024-09-02
DIS-00000234,ALM-2018-01-080,CAND-ALM-2018-01-080-01,0.87,0.73,0.8,0.63,0.0,0.78,Sedang,Perlu verifikasi,Yes,2025-12-09
DIS-00000235,ALM-2018-01-080,CAND-ALM-2018-01-080-02,0.72,0.92,0.92,0.8,0.0,0.83,Tinggi,Kemungkinan kuat,No,2026-07-14
DIS-00000236,ALM-2018-01-081,CAND-ALM-2018-01-081-01,0.92,0.66,0.9,0.79,0.05,0.87,Tinggi,Kemungkinan kuat,No,2024-03-19
DIS-00000237,ALM-2018-01-081,CAND-ALM-2018-01-081-02,0.91,0.79,0.81,0.79,0.05,0.89,Tinggi,Kemungkinan kuat,No,2024-09-20
DIS-00000238,ALM-2018-01-081,CAND-ALM-2018-01-081-03,0.9,0.68,0.65,0.59,0.0,0.74,Sedang,Perlu verifikasi,Yes,2025-09-28
DIS-00000239,ALM-2018-01-082,CAND-ALM-2018-01-082-01,0.72,0.93,0.98,0.55,0.05,0.86,Tinggi,Kemungkinan kuat,No,2024-04-20
DIS-00000240,ALM-2018-01-082,CAND-ALM-2018-01-082-02,0.71,0.75,0.93,0.37,0.05,0.77,Sedang,Perlu verifikasi,Yes,2024-02-20
DIS-00000241,ALM-2018-01-082,CAND-ALM-2018-01-082-03,0.77,0.34,1.0,0.85,0.03,0.73,Sedang,Perlu verifikasi,Yes,2023-06-17
DIS-00000242,ALM-2018-01-082,CAND-ALM-2018-01-082-04,0.99,0.73,0.85,0.79,0.05,0.9,Tinggi,Kemungkinan kuat,No,2023-09-15
DIS-00000243,ALM-2018-01-083,CAND-ALM-2018-01-083-01,0.74,0.79,0.62,0.73,0.05,0.78,Sedang,Perlu verifikasi,Yes,2024-09-27
DIS-00000244,ALM-2018-01-083,CAND-ALM-2018-01-083-02,0.8,0.47,0.85,0.72,0.05,0.75,Sedang,Perlu verifikasi,Yes,2025-07-23
DIS-00000245,ALM-2018-01-083,CAND-ALM-2018-01-083-03,0.84,0.64,0.83,0.46,0.08,0.8,Tinggi,Kemungkinan kuat,No,2023-03-10
DIS-00000246,ALM-2018-01-084,CAND-ALM-2018-01-084-01,0.85,0.97,0.82,0.64,0.0,0.85,Tinggi,Kemungkinan kuat,No,2024-05-22
DIS-00000247,ALM-2018-01-084,CAND-ALM-2018-01-084-02,0.87,0.22,0.86,0.68,0.03,0.67,Sedang,Perlu verifikasi,Yes,2025-12-18
DIS-00000248,ALM-2018-01-085,CAND-ALM-2018-01-085-01,0.94,0.75,0.84,0.68,0.08,0.9,Tinggi,Kemungkinan kuat,No,2022-01-12
DIS-00000249,ALM-2018-01-085,CAND-ALM-2018-01-085-02,0.84,0.54,0.64,0.75,0.05,0.75,Sedang,Perlu verifikasi,Yes,2023-05-11
DIS-00000250,ALM-2018-01-086,CAND-ALM-2018-01-086-01,0.87,0.74,0.85,0.57,0.05,0.83,Tinggi,Kemungkinan kuat,No,2025-04-13
DIS-00000251,ALM-2018-01-086,CAND-ALM-2018-01-086-02,0.77,0.32,0.81,0.7,0.05,0.68,Sedang,Perlu verifikasi,Yes,2022-06-07
DIS-00000252,ALM-2018-01-086,CAND-ALM-2018-01-086-03,0.88,0.74,0.28,0.96,0.05,0.78,Sedang,Perlu verifikasi,Yes,2024-11-01
DIS-00000253,ALM-2018-01-087,CAND-ALM-2018-01-087-01,0.92,0.53,0.51,0.38,0.05,0.69,Sedang,Perlu verifikasi,Yes,2023-07-18
DIS-00000254,ALM-2018-01-087,CAND-ALM-2018-01-087-02,0.98,0.98,0.48,0.54,0.05,0.86,Tinggi,Kemungkinan kuat,No,2024-11-24
DIS-00000255,ALM-2018-01-088,CAND-ALM-2018-01-088-01,0.74,0.72,0.92,0.41,0.03,0.75,Sedang,Perlu verifikasi,Yes,2023-02-09
DIS-00000256,ALM-2018-01-088,CAND-ALM-2018-01-088-02,0.72,0.72,0.84,0.5,0.03,0.74,Sedang,Perlu verifikasi,Yes,2023-08-08
DIS-00000257,ALM-2018-01-089,CAND-ALM-2018-01-089-01,0.8,0.87,0.98,0.47,0.08,0.89,Tinggi,Kemungkinan kuat,No,2024-07-20
DIS-00000258,ALM-2018-01-089,CAND-ALM-2018-01-089-02,0.85,0.83,0.9,0.38,0.05,0.83,Tinggi,Kemungkinan kuat,No,2025-07-07
DIS-00000259,ALM-2018-01-089,CAND-ALM-2018-01-089-03,0.96,0.67,0.78,0.76,0.03,0.84,Tinggi,Kemungkinan kuat,No,2025-10-22
DIS-00000260,ALM-2018-01-089,CAND-ALM-2018-01-089-04,0.96,0.77,0.77,0.82,0.0,0.84,Tinggi,Kemungkinan kuat,No,2023-10-18
DIS-00000261,ALM-2018-01-090,CAND-ALM-2018-01-090-01,0.77,0.22,0.68,0.79,0.03,0.62,Sedang,Perlu verifikasi,Yes,2025-04-04
DIS-00000262,ALM-2018-01-090,CAND-ALM-2018-01-090-02,0.88,0.84,0.87,0.49,0.03,0.84,Tinggi,Kemungkinan kuat,No,2023-08-25
DIS-00000263,ALM-2018-01-091,CAND-ALM-2018-01-091-01,0.85,0.85,0.71,0.63,0.03,0.82,Tinggi,Kemungkinan kuat,No,2024-05-14
DIS-00000264,ALM-2018-01-091,CAND-ALM-2018-01-091-02,0.72,0.27,0.32,0.38,0.05,0.5,Rendah,Tidak cocok,Yes,2023-08-15
DIS-00000265,ALM-2018-01-091,CAND-ALM-2018-01-091-03,0.81,0.66,0.45,0.49,0.08,0.72,Sedang,Perlu verifikasi,Yes,2022-11-09
DIS-00000266,ALM-2018-01-092,CAND-ALM-2018-01-092-01,0.87,0.89,0.83,0.37,0.03,0.82,Tinggi,Kemungkinan kuat,No,2022-03-25
DIS-00000267,ALM-2018-01-092,CAND-ALM-2018-01-092-02,0.7,0.49,0.96,0.72,0.03,0.72,Sedang,Perlu verifikasi,Yes,2025-10-18
DIS-00000268,ALM-2018-01-092,CAND-ALM-2018-01-092-03,0.82,0.69,0.36,0.96,0.08,0.79,Sedang,Perlu verifikasi,Yes,2025-04-05
DIS-00000269,ALM-2018-01-093,CAND-ALM-2018-01-093-01,0.98,0.65,0.98,0.51,0.05,0.86,Tinggi,Kemungkinan kuat,No,2025-11-25
DIS-00000270,ALM-2018-01-093,CAND-ALM-2018-01-093-02,0.86,0.73,0.3,0.42,0.08,0.72,Sedang,Perlu verifikasi,Yes,2025-10-04
DIS-00000271,ALM-2018-01-093,CAND-ALM-2018-01-093-03,0.95,0.85,1.0,0.79,0.08,0.99,Tinggi,Kemungkinan kuat,No,2025-02-18
DIS-00000272,ALM-2018-01-094,CAND-ALM-2018-01-094-01,0.91,0.6,0.72,0.36,0.05,0.75,Sedang,Perlu verifikasi,Yes,2025-06-01
DIS-00000273,ALM-2018-01-094,CAND-ALM-2018-01-094-02,0.79,0.25,0.89,0.69,0.0,0.63,Sedang,Perlu verifikasi,Yes,2024-07-04
DIS-00000274,ALM-2018-01-094,CAND-ALM-2018-01-094-03,0.98,0.95,0.76,0.83,0.05,0.95,Tinggi,Kemungkinan kuat,No,2025-04-04
DIS-00000275,ALM-2018-01-095,CAND-ALM-2018-01-095-01,0.94,0.73,0.3,0.49,0.05,0.73,Sedang,Perlu verifikasi,Yes,2025-09-06
DIS-00000276,ALM-2018-01-095,CAND-ALM-2018-01-095-02,0.98,0.98,0.89,0.8,0.0,0.94,Tinggi,Kemungkinan kuat,No,2024-07-27
DIS-00000277,ALM-2018-01-095,CAND-ALM-2018-01-095-03,0.71,0.91,0.4,0.37,0.03,0.69,Sedang,Perlu verifikasi,Yes,2024-07-23
DIS-00000278,ALM-2018-01-095,CAND-ALM-2018-01-095-04,0.89,0.65,0.91,0.65,0.03,0.82,Tinggi,Kemungkinan kuat,No,2022-10-13
DIS-00000279,ALM-2018-01-096,CAND-ALM-2018-01-096-01,0.83,0.85,0.89,0.5,0.03,0.83,Tinggi,Kemungkinan kuat,No,2022-12-17
DIS-00000280,ALM-2018-01-096,CAND-ALM-2018-01-096-02,0.8,0.75,0.92,0.53,0.05,0.82,Tinggi,Kemungkinan kuat,No,2022-01-25
DIS-00000281,ALM-2018-01-096,CAND-ALM-2018-01-096-03,0.73,0.51,0.87,0.98,0.03,0.76,Sedang,Perlu verifikasi,Yes,2023-11-04
DIS-00000282,ALM-2018-01-097,CAND-ALM-2018-01-097-01,1.0,0.51,0.96,0.73,0.05,0.85,Tinggi,Kemungkinan kuat,No,2023-07-11
DIS-00000283,ALM-2018-01-097,CAND-ALM-2018-01-097-02,0.71,0.69,0.91,0.57,0.03,0.75,Sedang,Perlu verifikasi,Yes,2025-04-06
DIS-00000284,ALM-2018-01-097,CAND-ALM-2018-01-097-03,0.95,0.87,0.76,0.78,0.05,0.91,Tinggi,Kemungkinan kuat,No,2024-06-09
DIS-00000285,ALM-2018-01-097,CAND-ALM-2018-01-097-04,0.86,0.27,0.78,0.37,0.03,0.62,Sedang,Perlu verifikasi,Yes,2026-10-15
DIS-00000286,ALM-2018-01-098,CAND-ALM-2018-01-098-01,0.84,0.98,0.93,0.63,0.0,0.87,Tinggi,Kemungkinan kuat,No,2022-10-11
DIS-00000287,ALM-2018-01-098,CAND-ALM-2018-01-098-02,0.87,0.83,0.68,0.95,0.05,0.88,Tinggi,Kemungkinan kuat,No,2022-11-28
DIS-00000288,ALM-2018-01-098,CAND-ALM-2018-01-098-03,0.83,0.87,0.96,0.46,0.0,0.81,Tinggi,Kemungkinan kuat,No,2024-09-14
DIS-00000289,ALM-2018-01-098,CAND-ALM-2018-01-098-04,0.73,1.0,0.86,0.76,0.08,0.92,Tinggi,Kemungkinan kuat,No,2025-05-14
DIS-00000290,ALM-2018-01-099,CAND-ALM-2018-01-099-01,0.71,0.79,0.6,0.42,0.0,0.67,Sedang,Perlu verifikasi,Yes,2025-02-02
DIS-00000291,ALM-2018-01-099,CAND-ALM-2018-01-099-02,0.96,0.79,0.37,0.59,0.03,0.77,Sedang,Perlu verifikasi,Yes,2025-02-02
DIS-00000292,ALM-2018-01-099,CAND-ALM-2018-01-099-03,0.86,0.36,0.44,0.39,0.08,0.64,Sedang,Perlu verifikasi,Yes,2024-10-28
DIS-00000293,ALM-2018-01-100,CAND-ALM-2018-01-100-01,0.83,0.38,0.99,0.71,0.08,0.79,Sedang,Perlu verifikasi,Yes,2022-10-25
DIS-00000294,ALM-2018-01-100,CAND-ALM-2018-01-100-02,0.85,0.49,0.92,0.7,0.0,0.73,Sedang,Perlu verifikasi,Yes,2024-12-19
DIS-00000295,ALM-2018-01-101,CAND-ALM-2018-01-101-01,0.83,0.86,0.88,0.45,0.08,0.87,Tinggi,Kemungkinan kuat,No,2026-05-24
DIS-00000296,ALM-2018-01-101,CAND-ALM-2018-01-101-02,0.96,0.79,0.98,0.51,0.0,0.85,Tinggi,Kemungkinan kuat,No,2025-04-27
DIS-00000297,ALM-2018-01-102,CAND-ALM-2018-01-102-01,0.76,0.92,0.95,0.63,0.08,0.91,Tinggi,Kemungkinan kuat,No,2025-10-27
DIS-00000298,ALM-2018-01-102,CAND-ALM-2018-01-102-02,0.83,0.58,0.65,0.74,0.0,0.71,Sedang,Perlu verifikasi,Yes,2025-08-22
DIS-00000299,ALM-2018-01-102,CAND-ALM-2018-01-102-03,0.89,0.72,0.93,0.78,0.0,0.83,Tinggi,Kemungkinan kuat,No,2026-03-16
DIS-00000300,ALM-2018-01-103,CAND-ALM-2018-01-103-01,0.8,0.31,0.97,0.42,0.0,0.63,Sedang,Perlu verifikasi,Yes,2025-01-10
DIS-00000301,ALM-2018-01-103,CAND-ALM-2018-01-103-02,0.74,0.69,0.92,0.54,0.03,0.76,Sedang,Perlu verifikasi,Yes,2025-03-28
DIS-00000302,ALM-2018-01-103,CAND-ALM-2018-01-103-03,0.8,0.29,0.81,0.58,0.05,0.67,Sedang,Perlu verifikasi,Yes,2023-09-05
DIS-00000303,ALM-2018-01-103,CAND-ALM-2018-01-103-04,0.92,0.26,0.63,0.97,0.08,0.75,Sedang,Perlu verifikasi,Yes,2026-03-06
DIS-00000304,ALM-2018-01-104,CAND-ALM-2018-01-104-01,0.8,0.6,0.97,0.71,0.05,0.81,Tinggi,Kemungkinan kuat,No,2025-04-16
DIS-00000305,ALM-2018-01-104,CAND-ALM-2018-01-104-02,0.82,0.91,0.93,0.4,0.0,0.81,Tinggi,Kemungkinan kuat,No,2025-07-08
DIS-00000306,ALM-2018-01-104,CAND-ALM-2018-01-104-03,0.94,0.4,0.53,0.58,0.0,0.64,Sedang,Perlu verifikasi,Yes,2024-11-10
DIS-00000307,ALM-2018-01-105,CAND-ALM-2018-01-105-01,0.98,0.99,0.94,0.95,0.08,0.99,Tinggi,Kemungkinan kuat,No,2025-12-02
DIS-00000308,ALM-2018-01-105,CAND-ALM-2018-01-105-02,0.7,0.6,0.95,0.42,0.03,0.71,Sedang,Perlu verifikasi,Yes,2025-02-10
DIS-00000309,ALM-2018-01-105,CAND-ALM-2018-01-105-03,0.76,0.79,0.86,0.58,0.0,0.76,Sedang,Perlu verifikasi,Yes,2024-07-09
DIS-00000310,ALM-2018-01-106,CAND-ALM-2018-01-106-01,0.72,0.69,0.92,0.8,0.08,0.84,Tinggi,Kemungkinan kuat,No,2025-07-12
DIS-00000311,ALM-2018-01-106,CAND-ALM-2018-01-106-02,0.86,0.78,0.9,0.48,0.03,0.82,Tinggi,Kemungkinan kuat,No,2024-08-19
DIS-00000312,ALM-2018-01-106,CAND-ALM-2018-01-106-03,1.0,0.71,0.98,0.61,0.05,0.9,Tinggi,Kemungkinan kuat,No,2022-04-11
DIS-00000313,ALM-2018-01-106,CAND-ALM-2018-01-106-04,0.93,0.34,0.87,0.42,0.0,0.66,Sedang,Perlu verifikasi,Yes,2022-09-22
DIS-00000314,ALM-2018-01-107,CAND-ALM-2018-01-107-01,0.74,0.27,0.86,0.42,0.05,0.62,Sedang,Perlu verifikasi,Yes,2024-05-04
DIS-00000315,ALM-2018-01-107,CAND-ALM-2018-01-107-02,0.93,0.61,0.9,0.78,0.05,0.86,Tinggi,Kemungkinan kuat,No,2025-12-25
DIS-00000316,ALM-2018-01-107,CAND-ALM-2018-01-107-03,0.93,0.76,0.58,0.72,0.08,0.86,Tinggi,Kemungkinan kuat,No,2024-10-28
DIS-00000317,ALM-2018-01-108,CAND-ALM-2018-01-108-01,0.84,0.81,0.85,0.45,0.05,0.82,Tinggi,Kemungkinan kuat,No,2023-05-27
DIS-00000318,ALM-2018-01-108,CAND-ALM-2018-01-108-02,0.83,0.64,0.96,0.61,0.05,0.82,Tinggi,Kemungkinan kuat,No,2026-10-19
DIS-00000319,ALM-2018-01-108,CAND-ALM-2018-01-108-03,0.85,0.77,0.73,0.68,0.08,0.86,Tinggi,Kemungkinan kuat,No,2023-10-04
DIS-00000320,ALM-2018-01-109,CAND-ALM-2018-01-109-01,0.95,0.53,0.92,0.57,0.0,0.76,Sedang,Perlu verifikasi,Yes,2025-04-09
DIS-00000321,ALM-2018-01-109,CAND-ALM-2018-01-109-02,0.9,0.99,0.94,0.57,0.03,0.92,Tinggi,Kemungkinan kuat,No,2024-08-19
DIS-00000322,ALM-2018-01-109,CAND-ALM-2018-01-109-03,0.77,0.5,0.72,0.51,0.03,0.67,Sedang,Perlu verifikasi,Yes,2023-02-12
